Title,Affiliation,Cited By Count,Aggregation Type,Author Keywords,Index Keywords,Abstract,Description,DOI,eid,Open Access?
AUTOMATIC CLASSIFICATION OF AIRCRAFT AND SATELLITE MULTISPECTRAL IMAGES USING MIXED INTEGER PROGRAMMING.,"['', '', '', '']",0,Journal,[],"['LAND USE CLASSIFICATION', 'MIXED INTEGER PROGRAMMING', 'MULTISPECTRAL SCANNER IMAGES']","Mixed integer programming is applied to the problem of finding discriminant surfaces. A discriminant mixed integer programming model (DISMIP) is described which achieves either linear or non-linear separation. The input data of the DISMIP model is in the form of labelled samples. If the training sets are disjoint, a strictly separating surface is generated that maximizes a ″dead zone″ between the sets. If the sets intersect, a surface is generated that minimizes a specified misclassification error. The DISMIP classifier has been tested for accuracy and efficiency in three practical applications: (a) simulated images, (b) classification of an agricultural area, using an aircraft multispectral image (MSS 12 channels), and (c) classification of a LANDSAT I image of Northeastern Spain in several land-use categories.","Mixed integer programming is applied to the problem of finding discriminant surfaces. A discriminant mixed integer programming model (DISMIP) is described which achieves either linear or non-linear separation. The input data of the DISMIP model is in the form of labelled samples. If the training sets are disjoint, a strictly separating surface is generated that maximizes a ″dead zone″ between the sets. If the sets intersect, a surface is generated that minimizes a specified misclassification error. The DISMIP classifier has been tested for accuracy and efficiency in three practical applications: (a) simulated images, (b) classification of an agricultural area, using an aircraft multispectral image (MSS 12 channels), and (c) classification of a LANDSAT I image of Northeastern Spain in several land-use categories.",,2-s2.0-0016726416,
ANALYSIS OF THE ACCURACY AND COST-EFFECTIVENESS OF A CROPLAND INVENTORY UTILIZING REMOTE SENSING TECHNIQUES.,"['', '', '', '']",1,Journal,[],"['CROPLAND INVENTORIES', 'LANDSAT IMAGERY']","Cropland inventories utilizing high altitude and LANDSAT imagery were conducted in Kern County, California. In terms of the overall mean relative and absolute inventory accuracies, a LANDSAT multidate analysis yielded the most optimum results, (98 percent accuracy). The 1:125,000 color infrared high altitude inventory is a serious alternative which can be very accurate (up to 97 percent) if imagery is available for a specific study area. The operational remote sensing cropland inventories documented in this study are considered cost-effective.","Cropland inventories utilizing high altitude and LANDSAT imagery were conducted in Kern County, California. In terms of the overall mean relative and absolute inventory accuracies, a LANDSAT multidate analysis yielded the most optimum results, (98 percent accuracy). The 1:125,000 color infrared high altitude inventory is a serious alternative which can be very accurate (up to 97 percent) if imagery is available for a specific study area. The operational remote sensing cropland inventories documented in this study are considered cost-effective.",,2-s2.0-0016726398,
SPATIAL VARIABILITY OF ICE THICKNESS DISTRIBUTION AS DETERMINED FROM LANDSAT-A.,"['', '', '', '']",2,Journal,[],"['ARCTIC ICE DYNAMICS JOINT EXPERIMENT', 'ICE THICKNESS DISTRIBUTION', 'LANDSAT IMAGERY']","Landsat images of the Arctic pack ice have been used to measure a point on the ice thickness distribution, and examine its variability on scales considered by the AIDJEX model. The variation of thickness distribution as a function of sample size and distance is shown for three Landsat strips located in the Beaufort Sea for March and April 1973. In all cases there were spatial variations of thickness distribution on a scale of 800 km, with shorter scale variations superimposed. Although the amplitude of the shorter scale variations sometimes equal the amplitude of the larger trends the preliminary conclusion is that the measurements support using a 100 km continuum element to characterize the ice thickness distribution.","Landsat images of the Arctic pack ice have been used to measure a point on the ice thickness distribution, and examine its variability on scales considered by the AIDJEX model. The variation of thickness distribution as a function of sample size and distance is shown for three Landsat strips located in the Beaufort Sea for March and April 1973. In all cases there were spatial variations of thickness distribution on a scale of 800 km, with shorter scale variations superimposed. Although the amplitude of the shorter scale variations sometimes equal the amplitude of the larger trends the preliminary conclusion is that the measurements support using a 100 km continuum element to characterize the ice thickness distribution.",,2-s2.0-0016726396,
EVALUATION OF LAND USE AND ITS COLOR REPRESENTATION IN TOKYO DISTRICTS WITH LANDSAT DIGITAL DATA.,"['', '', '', '']",0,Journal,[],"['LAND USE INVENTORY', 'LANDSAT DATA']","Remotely sensed data should be classified into categories which represent the real status of land use or land cover at the time of flight. As it is now appropriate to assign a pixel of unresolved remotely sensed data to a name of land use, a new criterion for classification of real status of land use must be established. In this study, land use is assumed to be composed of a mixture of three primary components, water, vegetation and nonorganic matter (bare soil, rock, sand, concrete, asphalt and so on). Three components can be evaluated by the remotely sensed data because of their unique spectral characteristics. Three primary components, water, vegetation and nonorganic matter are corresponded to three primary colors, blue, green and red respectively. Real status of land use or land cover with a mixture of water, vegetation and nonorganic matter will be represented in a mixture of three primary colors which are related to land use.","Remotely sensed data should be classified into categories which represent the real status of land use or land cover at the time of flight. As it is now appropriate to assign a pixel of unresolved remotely sensed data to a name of land use, a new criterion for classification of real status of land use must be established. In this study, land use is assumed to be composed of a mixture of three primary components, water, vegetation and nonorganic matter (bare soil, rock, sand, concrete, asphalt and so on). Three components can be evaluated by the remotely sensed data because of their unique spectral characteristics. Three primary components, water, vegetation and nonorganic matter are corresponded to three primary colors, blue, green and red respectively. Real status of land use or land cover with a mixture of water, vegetation and nonorganic matter will be represented in a mixture of three primary colors which are related to land use.",,2-s2.0-0016726395,
TECHNIQUES FOR STUDYING SEA ICE DRIFT AND DEFORMATION AT SITES FAR FROM LAND USING LANDSAT IMAGERY.,"['', '', '', '']",2,Journal,[],"['LANDSAT IMAGERY', 'SEA ICE DEFORMATION', 'SEA ICE DRIFT']","A semi-automatic procedure for rapidly and accurately transferring ice coordinates from one LANDSAT image to another and for simultaneously estimating all linear measures of the ice deformation is described. The procedure takes into account the non-parallel nature of th elongitude lines and the finite curvature of the latitude lines, factors which are particularly critical in the polar regions. Necessary inputs are the location coordinates (latitude and longitude) of the center of each image and the location of two arbitrary points on a line of longitude on the image. The accuracies of the various elements of the procedure are examined using imagery over land and are found to be dominated by deviations (as large as 8 km) of the actual position of the center of the image from its stated position. Refs.","A semi-automatic procedure for rapidly and accurately transferring ice coordinates from one LANDSAT image to another and for simultaneously estimating all linear measures of the ice deformation is described. The procedure takes into account the non-parallel nature of th elongitude lines and the finite curvature of the latitude lines, factors which are particularly critical in the polar regions. Necessary inputs are the location coordinates (latitude and longitude) of the center of each image and the location of two arbitrary points on a line of longitude on the image. The accuracies of the various elements of the procedure are examined using imagery over land and are found to be dominated by deviations (as large as 8 km) of the actual position of the center of the image from its stated position. Refs.",,2-s2.0-0016726356,
ACCURACY OF FOREST MAPPING FROM LANDSAT COMPUTER COMPATIBLE TAPES.,"['', '', '', '']",19,Journal,[],"['COMPUTER COMPATIBLE TAPES', 'LANDSAT DATA', 'MULTISPECTRAL SCANNER DATA']","The study examined the applicability of Landsat multispectral images recorded on computer compatible tapes (CCT) to forest mapping. A supervised classification was based on the Gaussian Maximum-Likelihood Decision Rule. The input imagery consisted of CCTs of Landsat scenes and their multidate combinations. Reported are accuracies and consistencies of computerized delineation and identification of the coniferous forest, deciduous forest and nonforest land as a function of the date of Landsat scene and their multidate combinations.","The study examined the applicability of Landsat multispectral images recorded on computer compatible tapes (CCT) to forest mapping. A supervised classification was based on the Gaussian Maximum-Likelihood Decision Rule. The input imagery consisted of CCTs of Landsat scenes and their multidate combinations. Reported are accuracies and consistencies of computerized delineation and identification of the coniferous forest, deciduous forest and nonforest land as a function of the date of Landsat scene and their multidate combinations.",,2-s2.0-0016726104,
SATELLITE AND AIRPLANE REMOTE SENSING OF NATURAL RESOURCES IN THE STATE OF WASHINGTON.,"['', '', '', '']",0,Journal,[],['NATURAL RESOURCE INVENTORIES'],"The State's Department of Natural Resources (DNR) has multi-disciplinary statewide governmental and proprietary responsibilities. The DNR obtains and indexes state-wide aerial photography (black and white, color and FCIR) which is used for many purposes including inventory. Under contract the DNR has developed potential applications for Landsat data, and is a key participant in the joint USDI-EROS, NASA-AMES and Pacific Northwest Regional Commission Land Resource Inventory Demonstration Project.","The State's Department of Natural Resources (DNR) has multi-disciplinary statewide governmental and proprietary responsibilities. The DNR obtains and indexes state-wide aerial photography (black and white, color and FCIR) which is used for many purposes including inventory. Under contract the DNR has developed potential applications for Landsat data, and is a key participant in the joint USDI-EROS, NASA-AMES and Pacific Northwest Regional Commission Land Resource Inventory Demonstration Project.",,2-s2.0-0016725955,
LOUISIANA COMPREHENSIVE PLANNING INFORMATION SYSTEM: COMPILATION AND UTILIZATION OF THE DATA BASE.,"['', '', '', '']",0,Journal,[],['LANDSAT IMAGERY'],A brief description of the types of sociodemographic data stored in CPIS is covered. Considerable detail is devoted to the Land Use and Data Analysis (LUDA) Program of the U. S. Geological Survey (USGS) as it pertains to a cooperative agreement between the Louisiana State Planning Office and the Geography Program of USGS. Also reported is an account of the successful use made of the computerized land use data when merged with flood delineations obtained from LANDSAT satellite imagery to provide flood maps and tabulations. Computerization of soils association data for storage in CPIS and the potential for producing thematic soils limitation/suitability maps is presented.,A brief description of the types of sociodemographic data stored in CPIS is covered. Considerable detail is devoted to the Land Use and Data Analysis (LUDA) Program of the U. S. Geological Survey (USGS) as it pertains to a cooperative agreement between the Louisiana State Planning Office and the Geography Program of USGS. Also reported is an account of the successful use made of the computerized land use data when merged with flood delineations obtained from LANDSAT satellite imagery to provide flood maps and tabulations. Computerization of soils association data for storage in CPIS and the potential for producing thematic soils limitation/suitability maps is presented.,,2-s2.0-0016725954,
LOOK AT ALASKAN RESOURCES WITH LANDSAT DATA.,"['', '', '', '']",0,Journal,[],"['LANDSAT DATA', 'RESOURCE MANAGEMENT']","Utilization of these data by many agencies in Alaska trends toward the solution to operational problems in a wide spectrum of disciplinary applications. Four examples of current applications are reviewed briefly: mapping of coastal sediment plumes, mapping of coastal zone ecosystems, mapping of landform and ground cover for proposed national parks and forests, and evaluation of seismic risks for a proposed hydroelectric project.","Utilization of these data by many agencies in Alaska trends toward the solution to operational problems in a wide spectrum of disciplinary applications. Four examples of current applications are reviewed briefly: mapping of coastal sediment plumes, mapping of coastal zone ecosystems, mapping of landform and ground cover for proposed national parks and forests, and evaluation of seismic risks for a proposed hydroelectric project.",,2-s2.0-0016674646,
SOLAR AND ATMOSPHERIC EFFECTS ON SATELLITE IMAGERY DERIVED FROM AIRCRAFT REFLECTANCE MEASUREMENTS.,"['', '', '', '']",6,Journal,[],"['ERTS-1', 'REFLECTANCE MEASUREMENTS', 'SATELLITE IMAGERY', 'SKYLAB', 'SPECTRAL SIGNATURES']","The effects were investigated by measuring terrain reflectance from low-flying aircraft. Radiometric data were recorded over three test sites in California, Georgia, and South Dakota. Radiance from Skylab (EREP) S190A and ERTS-1 (LANDSAT-1) sensors was linearly correlated with wide-band terrain reflectance. The results support the proposition that the coefficients of the regression equation are the path radiance and a quantity representing the product of total irradiance and beam transmittance at the time of satellite overflight. These coefficients should be useful as linear conversion coefficients for extending spectral signatures in computer-aided classification work on satellite imagery.","The effects were investigated by measuring terrain reflectance from low-flying aircraft. Radiometric data were recorded over three test sites in California, Georgia, and South Dakota. Radiance from Skylab (EREP) S190A and ERTS-1 (LANDSAT-1) sensors was linearly correlated with wide-band terrain reflectance. The results support the proposition that the coefficients of the regression equation are the path radiance and a quantity representing the product of total irradiance and beam transmittance at the time of satellite overflight. These coefficients should be useful as linear conversion coefficients for extending spectral signatures in computer-aided classification work on satellite imagery.",,2-s2.0-0016674645,
UTILIZATION OF HIGH ALTITUDE PHOTOGRAPHY AND LANDSAT-1 DATA FOR CHANGE DETECTION AND SENSITIVE AREA ANALYSIS.,"['', '', '', '']",2,Journal,[],"['LANDSAT-1 DATA', 'NATURAL RESOURCE INVENTORIES']","A multi-disciplinary and multi-purpose remote sensing study was conducted in the northern desert shrub environment to evaluate the applicability of remotely-sensed data as an input to the Bureau of Land Management (BLM) Planning System, and to provide map products and data summaries to be utilized by District-level land managers. The experimental design, procedures, and results of the environmental monitoring tasks of that study are reported. Sensitive areas were mapped and monitored within and between two seasons utilizing both manual and automatic analyses of high-altitude photography and LANDSAT-1 data.","A multi-disciplinary and multi-purpose remote sensing study was conducted in the northern desert shrub environment to evaluate the applicability of remotely-sensed data as an input to the Bureau of Land Management (BLM) Planning System, and to provide map products and data summaries to be utilized by District-level land managers. The experimental design, procedures, and results of the environmental monitoring tasks of that study are reported. Sensitive areas were mapped and monitored within and between two seasons utilizing both manual and automatic analyses of high-altitude photography and LANDSAT-1 data.",,2-s2.0-0016674644,
WATER QUALITY INDICATORS OBTAINABLE FROM AIRCRAFT AND LANDSAT IMAGES AND THEIR USE IN CLASSIFYING LAKES.,"['', '', '', '']",2,Journal,[],"['LANDSAT IMAGERY', 'WATER QUALITY']","For remote sensing of water quality when distilled water and a very clear, deep lake approaching distilled water are used as laboratory and field reflectance standards, it is possible to eliminate surface reflection and atmospheric effects. For other target lakes, the resulting residual radiance is due only to the material added to the pure water of these lakes. This material is what impairs water quality. The relative strength of the residual radiance at different wavelengths can be used to determine the type of material. The absolute strength of the radiance can be used to determine its concentration.","For remote sensing of water quality when distilled water and a very clear, deep lake approaching distilled water are used as laboratory and field reflectance standards, it is possible to eliminate surface reflection and atmospheric effects. For other target lakes, the resulting residual radiance is due only to the material added to the pure water of these lakes. This material is what impairs water quality. The relative strength of the residual radiance at different wavelengths can be used to determine the type of material. The absolute strength of the radiance can be used to determine its concentration.",,2-s2.0-0016674292,
MEASURING ″FORAGE PRODUCTION″ OF GRAZING UNITS FROM LANDSAT MSS DATA.,"['', '', '', '']",261,Journal,[],"['LANDSAT DATA', 'MULTISPECTRAL SCANNER DATA', 'RANGELAND MANAGEMENT', 'RESOURCE INVENTORIES', 'SPECTRAL REFLECTANCE']","The study emphasized the development of techniques for quantitative analysis of the spectral reflectance data as quantitative indicators of the amount and seasonal condition of rangeland vegetation. Coincident satellite and ground truth data were collected during the growing seasons at ten test sites throughout the Great Plains. The correlations between the MSS digital data, corrected for sun angle, and various ground parameters were determined. The theoretically derived normalized difference between the red and infrared bands was found to be useful for the quantitative measurement of herbaceous green biomass of natural vegetation systems. This led to the development of the Transformed Vegetation Index.","The study emphasized the development of techniques for quantitative analysis of the spectral reflectance data as quantitative indicators of the amount and seasonal condition of rangeland vegetation. Coincident satellite and ground truth data were collected during the growing seasons at ten test sites throughout the Great Plains. The correlations between the MSS digital data, corrected for sun angle, and various ground parameters were determined. The theoretically derived normalized difference between the red and infrared bands was found to be useful for the quantitative measurement of herbaceous green biomass of natural vegetation systems. This led to the development of the Transformed Vegetation Index.",,2-s2.0-0016674266,
STUDY OF LAND FORMATION IN BANGLADESH WITH LANDSAT-I IMAGERIES.,"['', '', '', '']",0,Journal,[],['LANDSAT-I IMAGERY'],"The study was concentrated in one of the test site areas of Bangladesh National Landsat Programme. A black and white print of the area in band-6 blown to a scale of 1:250,000 was used for detailed study. Aerial photographic mosaics of the area taken 4, 5 & 7 of the same area at a scale of visits to the area in water crafts and also through visual observations and from the oblique photographs taken during low-altitude helicopter reconnaissance flights over the area. The findings revealed information on huge land formation in the Bay of Bengal which is increasing the land area of Bangladesh.","The study was concentrated in one of the test site areas of Bangladesh National Landsat Programme. A black and white print of the area in band-6 blown to a scale of 1:250,000 was used for detailed study. Aerial photographic mosaics of the area taken 4, 5 & 7 of the same area at a scale of visits to the area in water crafts and also through visual observations and from the oblique photographs taken during low-altitude helicopter reconnaissance flights over the area. The findings revealed information on huge land formation in the Bay of Bengal which is increasing the land area of Bangladesh.",,2-s2.0-0016674233,
LINEAMENTS AND TECTONISM IN THE NORTHERN PART OF THE MISSISSIPPI EMBAYMENT.,"['', '', '', '']",1,Journal,[],"['LANDSAT IMAGERY', 'SIDE-LOOKING AIRBORNE RADAR', 'SKYLAB']","A study of LANDSAT images, SLAR image strips, and Skylab photographs reveals a tectonically significant landscape pattern at the northern end of the Mississippi embayment. Of chief geologic significance in the area are various structurally controlled, straight linear features. These features have a bearing on the alluvial part of the embayment, where structure is not observable at the surface. The lineament pattern indicates that this part of the embayment is dominated by block-faulted structures which have been surrounded and partly buried by Pleistocene sediments. Major lineaments intersect at the north end of the embayment, where a complex pattern of faulting is present.","A study of LANDSAT images, SLAR image strips, and Skylab photographs reveals a tectonically significant landscape pattern at the northern end of the Mississippi embayment. Of chief geologic significance in the area are various structurally controlled, straight linear features. These features have a bearing on the alluvial part of the embayment, where structure is not observable at the surface. The lineament pattern indicates that this part of the embayment is dominated by block-faulted structures which have been surrounded and partly buried by Pleistocene sediments. Major lineaments intersect at the north end of the embayment, where a complex pattern of faulting is present.",,2-s2.0-0016674231,
INVESTIGATION OF THE WATERS IN THE LOWER CHESAPEAKE BAY AREA.,"['', '', '', '']",5,Journal,[],"['LANDSAT-1', 'WATER QUALITY']","During the first year an intensive effort was made to collect water data at the time of LANDSAT-1 overpasses. Bands (5-6) of the multispectral scanner (MSS) were shown to be useful for monitoring total particles, although a daily calibration was required. Band 5 had a high correlation with sediment and under some conditions an internal correction for atmospheric interference was possible. The relation of sediment to particles was established by using the MSS radiance values, since the two parameters were not monitored at the same stations.","During the first year an intensive effort was made to collect water data at the time of LANDSAT-1 overpasses. Bands (5-6) of the multispectral scanner (MSS) were shown to be useful for monitoring total particles, although a daily calibration was required. Band 5 had a high correlation with sediment and under some conditions an internal correction for atmospheric interference was possible. The relation of sediment to particles was established by using the MSS radiance values, since the two parameters were not monitored at the same stations.",,2-s2.0-0016674229,
SOME OPERATIONAL USES OF SATELLITE RETRANSMISSION IN CANADA.,"['', '', '', '']",0,Journal,[],[],"It is now possible through use of the data collection systems carried by satellites such as Landsat and GOES to obtain near real time water resources data from any location in Canada. These data have been used for flow and flood forecasting and to assist in the conduct of hydrometric surveys. Present programs will be continued and, likely, expanded, depending on the availability of suitable satellite systems.","It is now possible through use of the data collection systems carried by satellites such as Landsat and GOES to obtain near real time water resources data from any location in Canada. These data have been used for flow and flood forecasting and to assist in the conduct of hydrometric surveys. Present programs will be continued and, likely, expanded, depending on the availability of suitable satellite systems.",,2-s2.0-0016674154,
LANDSAT APPLICATIONS IN CANADIAN FORESTRY.,"['', '', '', '']",6,Journal,[],['LANDSAT'],"The most significant operational applications of Landsat data have been in the mapping of broad forest cover types and recent forest fires. Experiments dealing with the charting of high water levels and tornado damage were also successful and satellite data would find practical application if the need should arise. Experimental successes in mapping cutover areas do not seem to have been translated into practice, perhaps because there is insufficient evidence that results obtained in one area are valid elsewhere. The operational value of ERTS in assessing forest insect damage may well be soon clarified. Generally, operational projects favour interpretation of digital data, others employ the principles of conventional photo interpretation. Refs.","The most significant operational applications of Landsat data have been in the mapping of broad forest cover types and recent forest fires. Experiments dealing with the charting of high water levels and tornado damage were also successful and satellite data would find practical application if the need should arise. Experimental successes in mapping cutover areas do not seem to have been translated into practice, perhaps because there is insufficient evidence that results obtained in one area are valid elsewhere. The operational value of ERTS in assessing forest insect damage may well be soon clarified. Generally, operational projects favour interpretation of digital data, others employ the principles of conventional photo interpretation. Refs.",,2-s2.0-0016674153,
THEMATIC MAPPING OF CORAL REEFS USING LANDSAT DATA.,"['', '', '', '']",10,Journal,[],"['COASTAL ZONES', 'CORAL REEFS', 'LANDSAT DATA']","Recent progress is reported in a continuing study of coral reef monitoring by satellite. Physiographic zones of the Australian Great Barrier Reef (Cape Melville area) were categorized and mapped by automated processing of LANDSAT (ERTS) tapes. Data products included color-coded, geometrically-correct images (1:250,000 scale) and quantitative inventories of zonal area on selected reefs. Categorized images were evaluated with reference to aerial photography. These results further demonstrate the potential of LANDSAT data for use in coral reef surveillance, mapping and inventories.","Recent progress is reported in a continuing study of coral reef monitoring by satellite. Physiographic zones of the Australian Great Barrier Reef (Cape Melville area) were categorized and mapped by automated processing of LANDSAT (ERTS) tapes. Data products included color-coded, geometrically-correct images (1:250,000 scale) and quantitative inventories of zonal area on selected reefs. Categorized images were evaluated with reference to aerial photography. These results further demonstrate the potential of LANDSAT data for use in coral reef surveillance, mapping and inventories.",,2-s2.0-0016674126,
"DETECTION, MONITORING, AND MAPPING OF LANDSCAPE CHANGE IN TENNESSEE AND ADJACENT AREAS FROM ERTS-I IMAGERY.","['', '', '', '']",0,Journal,[],[],"Through the analysis of ERTS-I (Landsat-I) imagery, selected photomorphic regions of landscape dynamics in Tennessee and adjacent areas have been detected, monitored, and mapped. For the mapping of state-wide landuse regions, 14 ERTS images were mosaiced and analyzed for plowed earth signatures to produce a map of agricultural regions in Tennessee, Kentucky, and the northern portions of Mississippi and Alabama. Short lived but regionally significant phenomena such as the 1973 spring floods on the Mississippi River in western Tennessee were monitored and mapped. For smaller landscape features, the analysis of strip mining from ERTS and aircraft data has resulted in the mapping of strip mine changes on the Cumberland Plateau Test Site between April 1972 and October 1972. Finally, urban-suburban landscape changes were detected and mapped from ERTS imagery for the Knoxville Test Site.","Through the analysis of ERTS-I (Landsat-I) imagery, selected photomorphic regions of landscape dynamics in Tennessee and adjacent areas have been detected, monitored, and mapped. For the mapping of state-wide landuse regions, 14 ERTS images were mosaiced and analyzed for plowed earth signatures to produce a map of agricultural regions in Tennessee, Kentucky, and the northern portions of Mississippi and Alabama. Short lived but regionally significant phenomena such as the 1973 spring floods on the Mississippi River in western Tennessee were monitored and mapped. For smaller landscape features, the analysis of strip mining from ERTS and aircraft data has resulted in the mapping of strip mine changes on the Cumberland Plateau Test Site between April 1972 and October 1972. Finally, urban-suburban landscape changes were detected and mapped from ERTS imagery for the Knoxville Test Site.",,2-s2.0-0016669298,
INTERNATIONAL APPROACHES TO REMOTE SENSING.,"['', '', '', '']",0,Journal,[],['LANDSAT'],"The UN has established the Space Applications Program to promote the transfer of this technology to developing countries, and the United Nations Development Program, the World Bank, and the FAO are incorporating remote sensing technology into their development projects. The programs are based mainly on the LANDSAT system for which three countries now have ground systems, two more are under construction and one is in the design stage. Additional ground stations can be expected and other countries will be launching remote sensing satellites.","The UN has established the Space Applications Program to promote the transfer of this technology to developing countries, and the United Nations Development Program, the World Bank, and the FAO are incorporating remote sensing technology into their development projects. The programs are based mainly on the LANDSAT system for which three countries now have ground systems, two more are under construction and one is in the design stage. Additional ground stations can be expected and other countries will be launching remote sensing satellites.",,2-s2.0-0016667623,
REMOTE SENSING APPLIED TO ALGAL PROBLEMS IN LAKES.,"['', '', '', '']",1,Journal,[],"['ALGAL PROBLEMS', 'LANDSAT IMAGERY', 'WATER QUALITY']","In comparison to the restricted field of view obtained during in situ investigations, remote sensing provides a complete overview for the mapping of surface distribution of algae blooms and for the selection of sampling areas. The spectral reflectance of surface algae in the near-infrared portion of the spectrum provides the necessary signature for photographic analysis. A case study of Lake of the Woods (Ontario) is presented. High surface concentrations of algae on this lake provide spectral signatures that have been recorded by the multispectral scanner of the LANDSAT-1 satellite.","In comparison to the restricted field of view obtained during in situ investigations, remote sensing provides a complete overview for the mapping of surface distribution of algae blooms and for the selection of sampling areas. The spectral reflectance of surface algae in the near-infrared portion of the spectrum provides the necessary signature for photographic analysis. A case study of Lake of the Woods (Ontario) is presented. High surface concentrations of algae on this lake provide spectral signatures that have been recorded by the multispectral scanner of the LANDSAT-1 satellite.",,2-s2.0-0016663858,
"MAPPING OF FOREST CLEAR-CUTTING, SOUTH VANCOUVER ISLAND, FROM LANDSAT IMAGERY.","['', '', '', '']",2,Journal,[],['LANDSAT IMAGERY'],"Three successive dates of LANDSAT imagery were used to map the progression of clear-cutting on southern Vancouver Island. Two types of mapping were tried. The first used the single black and white band-5 image and a Kail reflecting projector. The resulting map was an inferior product. A color-additive viewer was also used. The subsequent maps from the color combined 70-mm, positive-transparency, density-matched images showed only the locations of clear-cuts. Enlargements of the positive images to a mapping scale of 1:150,000 enabled interpretation of 8 mapping classes, including an estimation of percent vegetation cover on recently clear-cut areas.","Three successive dates of LANDSAT imagery were used to map the progression of clear-cutting on southern Vancouver Island. Two types of mapping were tried. The first used the single black and white band-5 image and a Kail reflecting projector. The resulting map was an inferior product. A color-additive viewer was also used. The subsequent maps from the color combined 70-mm, positive-transparency, density-matched images showed only the locations of clear-cuts. Enlargements of the positive images to a mapping scale of 1:150,000 enabled interpretation of 8 mapping classes, including an estimation of percent vegetation cover on recently clear-cut areas.",,2-s2.0-0016663857,
GEOLOGICAL APPLICATIONS OF DIGITALLY PROCESSED LANDSAT DATA IN GEORGIA.,"['', '', '', '']",0,Journal,[],[],"The use of computer implemented analysis techniques for geological uses in Georgia is investigated. Digital LANDSAT (formerly Earth Resources Technology Satellite) data are processed using clustering, supervised classification, level slicing, ratio, and Fast Fourier Transform (FFT) algorithms. Because of the extensive vegetation cover in the southeast, direct classification of geological units is not possible; however, indirect classification using clustering results and spatial information allows identification of the Brevard Fault Zone in Georgia. Lineation detection by FFT analysis is also demonstrated. A list of geologically interesting variables that are identifiable with LANDSAT data is compiled as a result of the application of the above techniques.","The use of computer implemented analysis techniques for geological uses in Georgia is investigated. Digital LANDSAT (formerly Earth Resources Technology Satellite) data are processed using clustering, supervised classification, level slicing, ratio, and Fast Fourier Transform (FFT) algorithms. Because of the extensive vegetation cover in the southeast, direct classification of geological units is not possible; however, indirect classification using clustering results and spatial information allows identification of the Brevard Fault Zone in Georgia. Lineation detection by FFT analysis is also demonstrated. A list of geologically interesting variables that are identifiable with LANDSAT data is compiled as a result of the application of the above techniques.",,2-s2.0-0016663757,
USE OF SATELLITE DATA IN URBAN HYDROLOGIC MODELS,"['', '', '', '']",19,Journal,[],['URBAN HYDROLOGIC MODELS'],The study investigates the use of computer-aided analysis of LANDSAT multispectral data in estimating percentage of imperviousness and associated land uses needed in urban hydrologic modeling. An interactive computer was used to delineate seven land use classifications in the 132-sq mi (342-sq km) Maryland portion of the Anacostia River Basin from LANDSAT data. The land-use distributions compared favorably with those of an earlier study which obtained the same information through analysis of aerial photographs having a scale of 1:4800. The LANDSAT data were used to estimate the basin imperviousness as 25. 1% while the aerial photographic study had given 23. 5%. Comparisons between the photographic and LANDSAT imperviousness estimates are made for subareas within the Anacostia Basin as small as 0. 14 sq mi (0. 36 sq km). Approximately 94 man-days were required to complete the land-use analysis using the aerial photographs while less than 4 man-days were required to accomplish similar tasks using the LANDSAT data.,The study investigates the use of computer-aided analysis of LANDSAT multispectral data in estimating percentage of imperviousness and associated land uses needed in urban hydrologic modeling. An interactive computer was used to delineate seven land use classifications in the 132-sq mi (342-sq km) Maryland portion of the Anacostia River Basin from LANDSAT data. The land-use distributions compared favorably with those of an earlier study which obtained the same information through analysis of aerial photographs having a scale of 1:4800. The LANDSAT data were used to estimate the basin imperviousness as 25. 1% while the aerial photographic study had given 23. 5%. Comparisons between the photographic and LANDSAT imperviousness estimates are made for subareas within the Anacostia Basin as small as 0. 14 sq mi (0. 36 sq km). Approximately 94 man-days were required to complete the land-use analysis using the aerial photographs while less than 4 man-days were required to accomplish similar tasks using the LANDSAT data.,,2-s2.0-0016659980,
IMAGE PROCESSING AT THE UNIVERSITY OF ALBERTA.,"['', '', '', '']",1,Journal,[],['LANDSAT'],"The paper describes the processing facilities, how they have been used to analyze LANDSAT I data, and what projects are currently underway both to utilize and to improve the system.","The paper describes the processing facilities, how they have been used to analyze LANDSAT I data, and what projects are currently underway both to utilize and to improve the system.",,2-s2.0-0016656935,
